feature,importance
fp_79,0.0
fp_800,0.0
fp_137,0.0
fp_484,0.0
fp_138,0.0
fp_984,0.0
fp_459,0.0
fp_793,0.0
fp_791,0.0
fp_491,0.0
fp_324,0.0
fp_26,0.0
fp_27,0.0
fp_789,0.0
fp_496,0.0
fp_977,0.0
fp_787,0.0
fp_976,0.0
fp_30,0.0
fp_505,0.0
fp_75,0.0
fp_318,0.0
fp_317,0.0
fp_134,0.0
fp_24,0.0
fp_467,0.0
fp_334,0.0
fp_470,0.0
fp_811,0.0
fp_986,0.0
fp_18,0.0
fp_335,0.0
fp_810,0.0
fp_474,0.0
fp_130,0.0
fp_460,0.0
fp_337,0.0
fp_809,0.0
fp_813,0.0
fp_609,-4.4248951687198e-07
fp_855,-1.0158637182899887e-06
fp_242,-2.0300065125766765e-06
fp_890,-2.3325823116482345e-06
fp_162,-2.895192677698777e-06
fp_178,-2.918059484158242e-06
fp_965,-3.49607077682057e-06
fp_678,-3.5890552895434525e-06
fp_255,-3.6056504142956136e-06
fp_769,-4.04537685013695e-06
fp_521,-6.5823282476396015e-06
fp_649,-7.202039079456934e-06
fp_558,-7.690975832597147e-06
fp_535,-8.630875916415538e-06
fp_973,-1.0119379086748204e-05
fp_720,-1.0831933968524776e-05
fp_353,-1.2518358576640854e-05
fp_203,-1.2815416422973236e-05
fp_306,-1.4205320573745794e-05
fp_941,-1.4370285725606725e-05
fp_783,-1.5201390022556715e-05
fp_719,-1.6537673657635034e-05
fp_957,-1.6990872604127903e-05
fp_1015,-1.8989289400506147e-05
fp_23,-1.9552369498898602e-05
fp_440,-2.267376170103086e-05
fp_967,-2.278604448771038e-05
fp_785,-2.3628780658591086e-05
fp_482,-2.680827011881659e-05
fp_636,-2.707607236356324e-05
fp_120,-2.776458805917592e-05
fp_753,-2.8836321984948564e-05
fp_500,-2.9791660447853196e-05
fp_784,-3.073362818475367e-05
fp_782,-3.102880952878806e-05
fp_1008,-3.412875141849403e-05
fp_139,-3.4179473947448805e-05
fp_35,-3.472749465075475e-05
fp_84,-3.5817605424126596e-05
fp_806,-3.892589670915214e-05
fp_77,-3.9297488108347435e-05
fp_816,-4.205847704339405e-05
fp_165,-4.265406068068023e-05
fp_357,-4.5491363907490535e-05
fp_378,-4.587986442733394e-05
fp_205,-4.660845363336774e-05
fp_69,-4.9763456635998346e-05
fp_67,-4.991313798862196e-05
fp_2,-5.117242032335323e-05
fp_435,-5.1840235283096e-05
fp_265,-5.224510869894505e-05
fp_167,-5.242775058615923e-05
fp_68,-5.2429608732496026e-05
fp_252,-5.336860112239439e-05
fp_101,-5.3998275386935024e-05
fp_150,-5.435446724855186e-05
fp_307,-5.6537237517273466e-05
fp_549,-5.7054737506179173e-05
fp_575,-5.909584891202746e-05
fp_1000,-6.053761922668599e-05
fp_803,-6.133621208367356e-05
fp_527,-6.264623586885732e-05
fp_6,-6.357208926984769e-05
fp_237,-6.376439450003212e-05
fp_647,-6.85934386057796e-05
fp_834,-6.90032623186787e-05
fp_836,-6.989572521828302e-05
fp_613,-7.039169415778979e-05
fp_338,-7.156716831536735e-05
fp_299,-7.450002877606998e-05
fp_345,-7.641077340657665e-05
fp_46,-7.702741257069601e-05
fp_118,-7.702887145695225e-05
fp_856,-7.72286264368094e-05
fp_866,-7.838068033401146e-05
fp_932,-8.299918080356683e-05
fp_639,-8.391461553328706e-05
fp_591,-8.500853586529411e-05
fp_664,-8.641530359446704e-05
fp_331,-8.652282255869893e-05
fp_463,-8.725126602999733e-05
fp_801,-8.98230478468931e-05
fp_20,-9.190806841218313e-05
fp_602,-9.602947991916855e-05
fp_478,-9.809304536048113e-05
fp_961,-9.928008489731299e-05
fp_543,-0.00010054176425672301
fp_963,-0.00010147518708333302
fp_807,-0.00010151243467827475
fp_298,-0.00010236535746832587
fp_892,-0.00010265427197775345
fp_111,-0.00010505145588477483
fp_262,-0.00010682748200208092
fp_480,-0.00010764874377497958
fp_207,-0.00010771737459973618
fp_755,-0.00010799594546176961
fp_569,-0.000113571828552117
fp_367,-0.0001179569088633925
fp_815,-0.00011866285478142612
fp_391,-0.0001212955765969248
fp_947,-0.00012159410854197805
fp_319,-0.00012305864693137324
fp_443,-0.00012486742248464245
fp_322,-0.00012593625496500893
fp_387,-0.00012693134394179407
fp_687,-0.0001284001811475921
fp_297,-0.00013008115402994845
fp_117,-0.00013025059606094346
fp_233,-0.0001312910681171564
fp_382,-0.00013199817536353465
fp_336,-0.00013454813912633368
fp_578,-0.00013552207452137698
fp_407,-0.0001355570146549079
fp_718,-0.0001382303215813674
fp_55,-0.0001382850962722393
fp_332,-0.00013893056231550904
fp_808,-0.000139370459753807
fp_351,-0.00014010562931471293
fp_82,-0.00014236668898800486
fp_376,-0.00014263922556276843
fp_507,-0.00014853222387123388
fp_561,-0.00014856762260014866
fp_735,-0.0001500577764135813
fp_396,-0.00015104263034338984
fp_198,-0.00015112554687505276
fp_412,-0.0001529895215074628
fp_343,-0.00015327238519354802
fp_32,-0.0001542110467407154
fp_370,-0.0001542881953347064
fp_515,-0.0001557818510260156
