SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Source
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,7.252853030979893,10.3390_app9234987_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(C)C[*],6.301029995663981,10.3390_polym13091369_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C([H])([H])C(O)([H])[*],6.477121254719663,10.1039_c3tb20059k_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC([*])Cl,,6.361727836017593,10.3139_217.3307_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CCCCOCCCCOCCCCOCCCCO[*],,6.079181246047625,10.1177_0954008315613423_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC[*],[*]OCC[*],4.396199347095736,10.1515_polyeng-2013-0107_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]NC(C(O)=O)CCC([*])=O,,6.14705767102836,10.3390_polym13030452_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,5.195456833628169,10.1088_1757-899x_87_1_012108_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,5.643551368562945,10.1016_j.sciaf.2021.e00755_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCC[*],,6.016197353512439,10.1016_j.polymer.2015.09.024_part_3.txt_¶Î1_Material3
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCC[*],[*]OCC[*],6.079181246047625,10.1007_s10570-018-2101-z_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]O[C@H](C)CC([*])=O,,6.146128035678238,10.1007_s10924-021-02073-x_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6,10.1002_app.41246_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C(CCCCCO[*])=O,4.113943352306837,10.1088_1748-605x_ab8743_part_4.txt_¶Î1_Material6
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,6.577491799837225,10.1016_j.matdes.2013.03.048_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,,5.472756449317212,10.3390_jmmp5030068_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.334453751150931,10.1177_15280837211019901_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]C(C)C[*],,7.276921132065774,10.1016_j.compositesa.2016.08.031_part_2.txt_¶Î1_Material3
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]C(C)C[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,4.819543935541868,10.1016_j.compscitech.2015.01.001_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.483587296968894,10.1016_j.polymertesting.2020.106680_part_1.txt_¶Î1_Material1
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],,,8.041392685158225,10.1016_j.tsf.2011.02.029_part_1.txt_¶Î1_Material2
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,7.477121254719663,10.1002_app.36442_part_2.txt_¶Î1_Material3
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.479393896404411,10.1177_09540083211014936_part_1.txt_¶Î1_Material1
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.477121254719663,10.1002_app.36442_part_2.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,,6.320146286111054,10.1002_pc.22293_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],CC(C=C([*])C=C1C)=C1O[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,6.3979400086720375,10.3390_ma13153400_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C[Si](C)(C[*])O[*],,6.113943352306837,10.1002_app.50170_part_3.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.201397124320452,10.1038_srep37010_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C([*])CCCCCN[*],,6.986771734266245,10.1088_1742-6596_1765_1_012003_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.474216264076255,10.1016_j.compositesb.2018.12.148_part_5.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(C)C[*],,6.004136436761356,10.1016_j.matdes.2009.10.031_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]C(C=C1)=CC=C1S[*],6.477121254719663,10.1111_ffe.12363_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(F)(C(F)([*])F)F,,6.434888120867316,10.1177_0954008312446765_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.122543524068755,10.1088_2053-1591_ab3021_part_4.txt_¶Î1_Material2
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC[*],,6.281033367247727,10.1016_j.matpr.2020.04.463_part_2.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]OC1=C(C([*])=CC=C1C)C,,5.953421399681036,10.1002_pen.24484_part_2.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.518513939877887,10.1080_15685543.2013.813185_part_1.txt_¶Î1_Material1
O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,,6.556423121371285,10.1177_0967391119871740_part_1.txt_¶Î1_Material1
O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.348304863048161,10.3139_217.3142_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],O=C(N)C([*])C[*],,1.954242509439325,10.1016_j.polymer.2019.02.012_part_3.txt_¶Î1_Material1
O=C(N)C([*])C[*],O=C(N)C([*])C[*],[*]OCC[*],2.6020599913279625,10.1021_ma300357f_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,1.3010299956639813,10.1002_bit.24810_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],O=C(O)C([*])C[*],,1.9549175537349588,10.1016_j.nanoen.2019.01.032_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,2,10.1007_s13726-018-0634-5_part_2.txt_¶Î1_Material1
O=C(N)C([*])C[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,2.146128035678238,10.1016_j.carbpol.2019.115051_part_5.txt_¶Î1_Material1
O=C(N)C([*])C[*],OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],,3.164352855784437,10.1039_c7sm02005h_part_2.txt_¶Î1_Material1
O=C(N)C([*])C[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,1.390935107103379,10.1002_mame.201800322_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,2.9552065375419416,"Î¸ÒºÓÕµ¼Ë«Íø×´Ë®Äý½º,¾ßÓÐ¸ßÈÜÕÍÂÊºÍ³¤ÆÚÁ¦Ñ§ÎÈ¶¨ÐÔ.pdf"
O=C(N)C([*])C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,3.562292864456474,10.1134_s0965545x13050027_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]C([H])([H])C(O)([H])[*],,1.9268567089496924,10.1002_mame.201900450_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,1.146128035678238,10.1016_j.carbpol.2020.117019_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,2.8512583487190755,10.1016_j.carbpol.2021.117894_part_2.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OCC[*],2,¾ßÓÐÌØÊâÎïÀíÌØÐÔµÄË®Äý½ºÔÚ¹ÇºÍÈí¹ÇÔÙÉúÖÐµÄÓ¦ÓÃ.pdf
O=C(N)C([*])C[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,,3.539452491549461,10.1002_pen.24624_part_2.txt_¶Î1_Material2
O=C(N)C([*])C[*],[*]CC(C#N)[*],,1.380211241711606,10.1021_acsami.9b05464_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]CC(C)(C(OCCO)=O)[*],[*]C([H])([H])C(O)([H])[*],2.273232834043045,10.1002_pi.5741_part_3.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,2.57978359661681,10.1016_j.polymer.2021.123786_part_1.txt_¶Î1_Material1
O=C(N)C([*])C[*],[*]OCC[*],,0.6334684555795865,10.1080_09205063.2016.1230933_part_2.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,,6.079181246047625,10.1016_j.jbiomech.2017.11.021_part_2.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,COC(C(C[*])([*])C)=O,,5.023951707423388,10.1016_j.msec.2019.110378_part_6.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,6.2322335211147335,10.3390_polym13132151_part_2.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C([*])CCCCCO[*],,3.247973266361807,10.2147_ijn.s61375_part_2.txt_¶Î1_Material2
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C1CCCN1C([*])C[*],,6.302547372487486,10.4028_www.scientific.net_msf.706-709.595_part_1.txt_¶Î1_Material2
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,4.598571663482141,10.3390_polym12010061_part_2.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,4.812913356642856,10.1080_09205063.2017.1392672_part_7.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,,3.562292864456474,10.1016_j.actbio.2010.03.014_part_1.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.806179973983888,10.1007_s10570-011-9624-x_part_2.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(CCCCCO[*])=O,,5.782472624166286,10.1093_rb_rby020_part_1.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,6.054957596012407,10.1007_s12221-019-9341-x_part_2.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C([H])([H])C(O)([H])[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,6.15124723746237,10.1007_s12221-019-9341-x_part_2.txt_¶Î1_Material3
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,3.9036325160842376,10.1016_j.actbio.2016.02.004_part_1.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,6.501059262217751,10.1016_j.foodchem.2020.128802_part_1.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,4.892762234615817,10.1016_j.msec.2012.08.030_part_1.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]NC(C(O)=O)CCC([*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,7.068185861746161,10.1016_j.surfcoat.2018.04.073_part_1.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.4800069429571505,10.1016_j.actbio.2017.11.017_part_4.txt_¶Î1_Material1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,4.336459733848529,10.1177_0954411917697751_part_2.txt_¶Î1_Material2
O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,5,10.1016_j.reactfunctpolym.2014.07.020_part_1.txt_¶Î1_Material1
O=C(O)C([*])C[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,6,10.1016_j.md.2018.01.004_part_4.txt_¶Î1_Material1
O=C(O)C([*])C[*],C[Si](O[*])(C)[*],,5.445604203273597,10.1016_j.porgcoat.2016.10.009_part_3.txt_¶Î1_Material1
O=C(O)C([*])C[*],O=C(N)C([*])C[*],,1.7781512503836436,10.1016_j.carbpol.2018.06.047_part_2.txt_¶Î1_Material1
O=C(O)C([*])C[*],O=C(N)C([*])C[*],COC(C(C[*])([*])C)=O,2.400537989391946,10.1016_j.compscitech.2020.108173_part_1.txt_¶Î1_Material1
O=C(O)C([*])C[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,3,10.1016_j.polymer.2016.12.043_part_2.txt_¶Î1_Material4
O=C(O)C([*])C[*],[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC(C1=CC=CC=C1)[*],3.653212513775344,10.1016_j.polymer.2016.12.043_part_1.txt_¶Î1_Material2
O=C(O)C([*])C[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,5,10.1016_j.ijbiomac.2020.06.257_part_2.txt_¶Î1_Material1
O=C(O)C([*])C[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,,5.14921911265538,10.1002_app.40366_part_2.txt_¶Î1_Material1
O=C(O)C([*])C[*],[*]CC(C)(C(OCCO)=O)[*],,4.101747073946366,10.1055_s-0040-1717051_part_1.txt_¶Î1_Material1
O=C(O)C([*])C[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.2552725051033065,10.1108_mmms-04-2017-0019_part_1.txt_¶Î1_Material2
O=C(O)C([*])C[*],[*]CCN[*],[*]C(C)C[*],6.361727836017593,10.1002_app.39829_part_1.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],,,6.421603926869831,10.1007_s10118-020-2449-z_part_2.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.176091259055681,10.1177_0967391111019002-301_part_1.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,6.113943352306837,10.1016_j.polymer.2013.10.013_part_2.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.313867220369153,10.1678_rheology.45.39_part_2.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],[*]CC(C1=CC=CC=C1)[*],,6.544068044350276,10.1016_j.polymer.2019.121667_part_2.txt_¶Î1_Material3
O=C(O[*])CCCCCCCCCCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,5.993876914941211,10.1016_j.eurpolymj.2017.03.008_part_4.txt_¶Î1_Material3
O=C(O[*])CCCCCCCCCCN[*],[*]CC([*])Cl,,6.544068044350276,10.1016_j.polymer.2019.121667_part_2.txt_¶Î1_Material2
O=C(O[*])CCCCCCCCCCN[*],[*]NCCCCCCCCCCCC([*])=O,,6.187520720836463,10.1177_0021998310369580_part_2.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],[*]OC1=C(C([*])=CC=C1C)C,,6.526985068559996,10.14314_polimery.2021.7.3_OA_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],,,6.1003705451175625,10.1007_s13726-018-0651-4_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],C/C(C[*])=C/C[*],5.806179973983888,10.4028_www.scientific.net_amr.410.59_part_1.txt_¶Î1_Material3
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,5.093421685162235,10.1016_j.carbpol.2019.115618_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],[*]C(F)(C(F)([*])F)F,3.963787827345555,10.1295_koron.68.370_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],[*]CC(C#N)[*],6.0751453270538525,10.1016_j.jmrt.2021.08.130_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,7.146128035678238,10.1002_pen.25388_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]OCC[*],4.792391689498253,10.1111_jfpp.14102_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,6.863322860120456,10.1002_adfm.202008552_part_4.txt_¶Î1_Material2
O=C([*])C(C)O[*],COC(C(C[*])([*])C)=O,,6.531478917042255,10.1002_app.43935_part_2.txt_¶Î1_Material4
O=C([*])C(C)O[*],COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,4.472024697700282,10.1007_s10924-016-0775-6_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],COC(C(C[*])([*])C)=O,[*]C(CCCCC(OCCCCO[*])=O)=O,5.315970345456917,10.1021_acs.macromol.8b00297_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],C[Si](C)(C[*])O[*],,6.266114049531676,10.1038_s41428-024-00971-0_OA_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C[Si](O[*])(C)[*],C[Si](O[*])(C)[*],3.397940008672037,10.1295_koron.69.179_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.109915863023793,10.1016_j.matdes.2014.03.016_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,6.539076098792776,10.1177_0095244318825286_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,6.342817314635733,10.1002_app.39473_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(N)C([*])C[*],,2.0791812460476247,10.3390_polym10040403_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,5.202352067809752,10.1016_j.msec.2020.111418_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(O[*])CCCCCCCCCCN[*],,6.409764104266346,10.3144_expresspolymlett.2015.67_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(O[*])CCCCCCCCCCN[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,6.477121254719663,10.3390_ma12030485_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],,6.137926673293154,10.1002_pc.25284_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],O=C([*])C(C)O[*],6.45071087814692,10.1002_pc.25879_part_2.txt_¶Î1_Material2
O=C([*])C(C)O[*],O=C([*])C(C)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,6.60422605308447,10.1002_app.49720_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,6.187520720836463,10.1177_0892705717734600_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],[*]CCN[*],6.278753600952829,10.1080_09276440.2018.1439622_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.518513939877887,10.11113_mjfas.v19n1.2754_OA_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C1C([*])C(CC[*])C(O1)=O,,4.342422680822207,10.1002_vnl.21710_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,5.651762447380111,10.1002_pat.4649_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,6.301969226865995,10.4028_www.scientific.net_amr.747.157_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,6.903089986991944,10.1016_j.compositesa.2013.06.003_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1O[*])O)O)[*],5.983175072037813,10.1016_j.carbpol.2017.11.079_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,6.587710965018911,10.14710_jksa.22.4.157-163_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],6.5843312243675305,10.1016_j.jclepro.2019.119898_part_1.txt_¶Î1_Material1
